"","lambda_h","lambda_l","mu_f","mu_s","K_l","K_h","alpha","r_h","r_l","PB_l","PB_h","RJ","N_h","N_l","W_l","W_h","TC"
"1669",25,35,30,20,20,20,0.7,3,4,0.308540689763158,0.00646462289340183,4.20034880564184,6.2706924457727,18.1518968205373,0.358608515857686,0.249206191353211,24.4290354403659
"1670",25,35,30,20,20,20,0.7,3,5,0.308569195821357,0.00646371638362178,4.1984644649156,6.26991306371545,18.1532975288731,0.35862140311094,0.249175444956865,24.4300017608164
"1671",25,35,30,20,20,20,0.7,3,6,0.308614321320724,0.00646232817870649,4.19557883575216,6.26871953880642,18.155384419134,0.358639222237317,0.249128360635455,24.431584220622
"1672",25,35,30,20,20,20,0.7,3,7,0.308684907145998,0.00646019681814178,4.19114842628193,6.26688707740531,18.1584370410518,0.358662902546237,0.249056070137928,24.4341043043272
"1673",25,35,30,20,20,20,0.7,3,8,0.308794606242836,0.00645691916694121,4.18433524921581,6.26406907963863,18.162843620168,0.358693013606514,0.248944899677411,24.4380590316225
"1674",25,35,30,20,20,20,0.7,3,9,0.308964509409379,0.00645187303116023,4.17384596452027,6.25973060721097,18.1691366006601,0.358729092127005,0.248773744804959,24.4442165580425
"1675",25,35,30,20,20,20,0.7,3,10,0.309227230548089,0.00644409677105508,4.15768163409996,6.25304487945397,18.1780354611171,0.358768339962026,0.248509986125481,24.4537648715256
"1676",25,35,30,20,20,20,0.7,3,11,0.309633297109549,0.00643210099157796,4.13274628722427,6.24273137209534,18.1904947579412,0.35880319685674,0.248103099737869,24.4685443248368
"1677",25,35,30,20,20,20,0.7,3,12,0.310261229207661,0.00641357154478584,4.09422955856506,6.22680047021387,18.2077514313046,0.358816916889157,0.247474577596122,24.4914142773729
"1678",25,35,30,20,20,20,0.7,3,13,0.311233635096851,0.00638489525688089,4.03462082806276,6.20214570668726,18.2313580977789,0.358775606978707,0.246501826239286,24.5268384148403
"1679",25,35,30,20,20,20,0.7,3,14,0.312743393347046,0.00634038844429986,3.94210555532407,6.16388047015644,18.2631757643476,0.3586139486432,0.244991962946057,24.5818366090686
"1680",25,35,30,20,20,20,0.7,3,15,0.31509741047516,0.00627100755696196,3.79788512382874,6.10422946594514,18.3052751043548,0.358209437741063,0.242637991873391,24.6675753438073
"1681",25,35,30,20,20,20,0.7,3,16,0.318792645615502,0.00616210905037927,3.57152033935917,6.01060274071848,18.3596491051868,0.357335085553487,0.238942590046866,24.8021303716867
"1682",25,35,30,20,20,20,0.7,3,17,0.324655571035899,0.00598934007502801,3.21238950188785,5.86206265609737,18.4275437687398,0.355569686391731,0.233078110772355,25.015553843903
"1683",25,35,30,20,20,20,0.7,3,18,0.334117714578548,0.00571051941363743,2.63281149937944,5.62234343247596,18.5079878762237,0.352118321873495,0.223609477246187,25.3598850246579
"1684",25,35,30,20,20,20,0.7,3,19,0.349817218034208,0.00524791212359394,1.67120052058024,5.22461157193969,18.5944862393746,0.345423279781177,0.207887730781209,25.9310049994573
"1685",25,35,30,20,20,20,0.7,3,20,0.299376574547629,0.0044439388319097,4.57561279158795,4.53338642264949,18.6668320240884,0.373669137001737,0.180529613227433,23.7785665831808
"1686",25,35,30,20,20,20,0.7,4,1,0.296669997019062,0.00766006411537304,4.61737580902091,7.04495413940118,18.0769606891972,0.363259109011982,0.27963957356014,23.9184920277923
"1687",25,35,30,20,20,20,0.7,4,2,0.296677455435452,0.00765955249955075,4.61664128461245,7.04455460341629,18.0773991536062,0.363264067766381,0.279623858703819,23.9185984749001
"1688",25,35,30,20,20,20,0.7,4,3,0.296691140678303,0.00765880077441216,4.61556203639789,7.04396755893775,18.0781705378033,0.363272499987588,0.279600768589697,23.9189459617714
"1689",25,35,30,20,20,20,0.7,4,4,0.296713976346741,0.00765768084634865,4.61395416099115,7.04309297386364,18.0793969517666,0.363285348350195,0.279566368627945,23.9196350159532
"1690",25,35,30,20,20,20,0.7,4,5,0.296750447329088,0.00765599845958809,4.61153876630191,7.04177914809428,18.0812515534483,0.363303773334078,0.279514691911348,23.920821619661
"1691",25,35,30,20,20,20,0.7,4,6,0.296807408370241,0.00765345864248261,4.60789236293494,7.03979572951248,18.0839768798308,0.363329101974311,0.279436677761805,23.9227456603987
"1692",25,35,30,20,20,20,0.7,4,7,0.296895317713326,0.00764961302705309,4.60237123111015,7.03679257425187,18.0879087763686,0.363362667241115,0.279318553364288,23.9257743533201
"1693",25,35,30,20,20,20,0.7,4,8,0.297030122470398,0.00764377937120176,4.59399587908497,7.03223689920334,18.0935068489486,0.363405436962469,0.279139361274392,23.9304686055951
"1694",25,35,30,20,20,20,0.7,4,9,0.297236148084122,0.00763491825020742,4.58127400971924,7.02531698674283,18.1013918997294,0.363457254185507,0.27886717063469,23.9376847097951
"1695",25,35,30,20,20,20,0.7,4,10,0.297550545880972,0.00762144328190915,4.56192806167185,7.01479398394309,18.1123896885388,0.36351537855729,0.278453245178407,23.9487308359835
"1696",25,35,30,20,20,20,0.7,4,11,0.298030184086128,0.00760092711316338,4.53247309555234,6.99877229866912,18.1275780806258,0.363571789949179,0.277823005621812,23.9656094292175
"1697",25,35,30,20,20,20,0.7,4,12,0.298762430376156,0.00756964138903499,4.48755632987132,6.9743403478617,18.1483303654857,0.36360831652068,0.276861883700132,23.9913963773384
"1698",25,35,30,20,20,20,0.7,4,13,0.299882271082107,0.00752182639060707,4.41890856350952,6.93700019601948,18.1763398484911,0.363587936421869,0.275392851394937,24.0308428200586
"1699",25,35,30,20,20,20,0.7,4,14,0.301600074280466,0.00744850658525176,4.31364366686186,6.87974258324061,18.213597186504,0.363439283489711,0.27313995101218,24.0913508493639
"1700",25,35,30,20,20,20,0.7,4,15,0.304248005835091,0.00733551040573026,4.15141558808735,6.79150051193147,18.2622672912311,0.363028825309903,0.269667255570227,24.184604326891
"1701",25,35,30,20,20,20,0.7,4,16,0.30836101415348,0.00716001525840006,3.8994580377862,6.65445114114127,18.3243654388088,0.362109872239393,0.264272206777377,24.3294136732088
"1702",25,35,30,20,20,20,0.7,4,17,0.314826632678484,0.00688415662630422,3.50340910862966,6.43902494542632,18.4010326111967,0.360225642183047,0.255787907567253,24.5569772525152
"1703",25,35,30,20,20,20,0.7,4,18,0.325184661603756,0.00644224301666658,2.86895583614376,6.09392148777621,18.4909702793208,0.356514010466137,0.242186518585099,24.9214058216876
"1704",25,35,30,20,20,20,0.7,4,19,0.342292436261605,0.00571237422824346,1.82108667981688,5.52394528196929,18.586921719429,0.349278828613769,0.219695617572094,25.5230846433623
"1705",25,35,30,20,20,20,0.7,4,20,0.269798225494273,0.0044439388319097,4.98594878642484,4.53338642264949,18.6668320240884,0.389444396239704,0.180529613227433,21.9164051987119
"1706",25,35,30,20,20,20,0.7,5,1,0.289118648407382,0.00915587162247982,4.88176859036388,7.85303456932508,18.027274095829,0.366150084993528,0.311245327718458,23.6569818017863
"1707",25,35,30,20,20,20,0.7,5,2,0.289127569654437,0.00915501810189074,4.88088430567899,7.85243324749652,18.0278107219151,0.366156389191359,0.311221763158872,23.6570848983414
"1708",25,35,30,20,20,20,0.7,5,3,0.289143796700222,0.00915377819875703,4.87959971176768,7.85155971166254,18.0287464786834,0.366167036345461,0.311187531021907,23.6574636687906
"1709",25,35,30,20,20,20,0.7,5,4,0.289170638590735,0.00915194993935795,4.87770555501584,7.85027166741497,18.030221091416,0.366183158413689,0.311137054964177,23.6582262944689
"1710",25,35,30,20,20,20,0.7,5,5,0.289213136283608,0.00914922984910725,4.87488742247045,7.84835531101499,18.0324313067509,0.366206151248764,0.311061956173482,23.659540089342
"1711",25,35,30,20,20,20,0.7,5,6,0.289278935827621,0.00914516120761333,4.87067213181728,7.84548887407815,18.0356504548822,0.366237619552427,0.310949624542887,23.6616609255036
"1712",25,35,30,20,20,20,0.7,5,7,0.289379610247272,0.00913905579415598,4.86434665626997,7.84118749174329,18.0402536590684,0.366279202469864,0.310781057670552,23.6649778108691
"1713",25,35,30,20,20,20,0.7,5,8,0.289532664536677,0.00912987526343549,4.85483522465451,7.83471962958432,18.0467494545396,0.366332171392598,0.310527584665689,23.6700805181968
"1714",25,35,30,20,20,20,0.7,5,9,0.289764586455837,0.00911605070749753,4.84051237966641,7.82497996148253,18.0558180083091,0.366396610571702,0.31014588189474,23.6778624842447
"1715",25,35,30,20,20,20,0.7,5,10,0.290115511520001,0.00909520679940312,4.81891717863991,7.81029502348563,18.0683548694363,0.366469852976139,0.309570351003307,23.6896781219728
"1716",25,35,30,20,20,20,0.7,5,11,0.290646409264408,0.00906373689139095,4.78631297664814,7.78812386221234,18.085516727357,0.366543606595981,0.308701374265907,23.7075850869923
"1717",25,35,30,20,20,20,0.7,5,12,0.291450275463484,0.00901614129360792,4.73700185430747,7.75459183936886,18.1087611992148,0.366598793125749,0.307387013746834,23.7347214748662
"1718",25,35,30,20,20,20,0.7,5,13,0.292669844815113,0.00894398007718001,4.6622396759281,7.70375286117796,18.1398648289541,0.366596382985628,0.305394025962723,23.7759025755815
"1719",25,35,30,20,20,20,0.7,5,14,0.294526276464586,0.00883417718122255,4.54847907015527,7.62639458883709,18.1808897566093,0.366461142679486,0.302360866711415,23.8385870114243
"1720",25,35,30,20,20,20,0.7,5,15,0.297367147778805,0.0086661830428548,4.37442979048596,7.50803945626794,18.2340448045503,0.366052540244292,0.297718936481878,23.9344927315596
"1721",25,35,30,20,20,20,0.7,5,16,0.301750450265708,0.008407008825347,4.10591395830053,7.3254461874213,18.3013391747578,0.365111481094549,0.290554443866962,24.0824245665766
"1722",25,35,30,20,20,20,0.7,5,17,0.308600811489981,0.00800199073095162,3.68629748675295,7.04010307532928,18.3838252774839,0.363158910816067,0.279350729431022,24.3135321452614
"1723",25,35,30,20,20,20,0.7,5,18,0.319524449107009,0.00735617025467599,3.01719920877969,6.58511000933223,18.4799784854839,0.359290672582866,0.261466752758313,24.6819086724286
"1724",25,35,30,20,20,20,0.7,5,19,0.337515463364383,0.00629253895675953,1.91523063395451,5.83576110649117,18.5820522881565,0.351723494281661,0.231961574095449,25.2883559749642
"1725",25,35,30,20,20,20,0.7,5,20,0.245149601283144,0.0044439388319097,5.2439225748158,4.53338642264949,18.6668320240884,0.402590445604677,0.180529613227433,20.3226176080013
"1726",25,35,30,20,20,20,0.7,6,1,0.283917964369549,0.0110105330407289,5.06386429478968,8.67925406434155,17.9915725122525,0.368098339107619,0.343347634027889,23.545942642959
"1727",25,35,30,20,20,20,0.7,6,2,0.28392804064238,0.0110092318744923,5.06286089347723,8.67843256344998,17.9921884500994,0.36810576104555,0.343315587482073,23.5460277457387
"1728",25,35,30,20,20,20,0.7,6,3,0.283946257905944,0.011007356638065,5.06141479486255,8.67724861911335,17.9932559282694,0.368118235425525,0.343269401957025,23.5464094271573
"1729",25,35,30,20,20,20,0.7,6,4,0.283976210165572,0.0110046113840156,5.05929777749883,8.67551538274006,17.9949277916577,0.368137039862274,0.343201788295878,23.5471981139202
"1730",25,35,30,20,20,20,0.7,6,5,0.284023346892841,0.0110005543145152,5.0561691466239,8.67295392201519,17.997418257056,0.368163751093046,0.343101864853151,23.5485644850153
"1731",25,35,30,20,20,20,0.7,6,6,0.284095890836,0.0109945246634804,5.05151934893365,8.66914705740307,18.0010232730893,0.368200186581754,0.342953356250764,23.5507687694398
"1732",25,35,30,20,20,20,0.7,6,7,0.284206220135367,0.0109855327328471,5.04458517346505,8.66346993573797,18.0061465210691,0.368248219403214,0.342731884127155,23.5542049139414
"1733",25,35,30,20,20,20,0.7,6,8,0.28437295393137,0.0109720940806148,5.03422188481871,8.65498534362428,18.0133316914183,0.36830935280526,0.342400881206708,23.5594672610571
"1734",25,35,30,20,20,20,0.7,6,9,0.284624110466046,0.0109519785484423,5.01870968444516,8.64228525415973,18.0233010257343,0.368383857246368,0.341905405257866,23.5674515211088
"1735",25,35,30,20,20,20,0.7,6,10,0.285001914861212,0.0109218282820524,4.99545914503382,8.623249661303,18.0369987593782,0.368469130703032,0.341162720370759,23.5795084643558
"1736",25,35,30,20,20,20,0.7,6,11,0.285570177146784,0.0108765716240868,4.96055923084917,8.59467653680896,18.0556355421372,0.368556700053465,0.34004783687482,23.597679713329
"1737",25,35,30,20,20,20,0.7,6,12,0.286425748639694,0.0108085130945719,4.90807553129246,8.55170728268966,18.0807253571628,0.368626858879678,0.338371041701751,23.6250637534849
"1738",25,35,30,20,20,20,0.7,6,13,0.287716616964494,0.0107058961032689,4.82894188883282,8.48691928906585,18.1140985513616,0.368639182765783,0.335842368516811,23.6663938341911
"1739",25,35,30,20,20,20,0.7,6,14,0.289671189994665,0.0105505769818284,4.70916671644525,8.38885741722805,18.1578608541837,0.36851576265128,0.33201400525032,23.7289728876918
"1740",25,35,30,20,20,20,0.7,6,15,0.292647327082597,0.0103141305777416,4.52682980552753,8.23957523768037,18.2142435680949,0.368111253516016,0.326183647310952,23.824238395697
"1741",25,35,30,20,20,20,0.7,6,16,0.297218346524934,0.00995101898356431,4.24681435485309,8.01032205699789,18.2852423686143,0.367158081885916,0.31722444760577,23.9705065876404
"1742",25,35,30,20,20,20,0.7,6,17,0.304333596882822,0.00938583796868248,3.81097198811916,7.6534908585434,18.371839103989,0.365162035089131,0.303266257338013,24.1980944106627
"1743",25,35,30,20,20,20,0.7,6,18,0.315643878336807,0.00848747004916974,3.11819075533106,7.08629965266077,18.4723461471014,0.361190376207152,0.281046195863975,24.559697527276
"1744",25,35,30,20,20,20,0.7,6,19,0.33423615249519,0.0070107294470941,1.97939433062222,6.15394859172638,18.5786785411038,0.353400357345152,0.244432196924738,25.1538151578228
"1745",25,35,30,20,20,20,0.7,6,20,0.224609081107202,0.0044439388319097,5.41987587642147,4.53338642264949,18.6668320240884,0.413545486742154,0.180529613227433,18.9749488547157
"1746",25,35,30,20,20,20,0.7,7,1,0.279945086735161,0.0133022359504435,5.20297329559,9.5120591647767,17.9634404341407,0.369561815535521,0.375421100375691,23.5320175489096
"1747",25,35,30,20,20,20,0.7,7,2,0.279956136126972,0.0133003558145921,5.20186898665839,9.51100246268265,17.9641243313389,0.369570214132364,0.375380109831021,23.5320708280199
"1748",25,35,30,20,20,20,0.7,7,3,0.279976020018411,0.0132976627317794,5.20028718851258,9.50948885596882,17.9653040062578,0.369584276918997,0.375321395216421,23.5324315324638
"1749",25,35,30,20,20,20,0.7,7,4,0.280008560992983,0.0132937419840571,5.19798431410853,9.50728525864618,17.9671428738538,0.369605401502591,0.375235914457956,23.5332082957884
"1750",25,35,30,20,20,20,0.7,7,5,0.280059534803844,0.0132879775749697,5.19459855427848,9.50404545916623,17.9698691751145,0.369635313527028,0.375110236649333,23.534569259891
"1751",25,35,30,20,20,20,0.7,7,6,0.280137622219108,0.0132794526142933,5.18959136811708,9.49925413316083,17.9737969108547,0.369676005199964,0.374924369521136,23.5367704451729
"1752",25,35,30,20,20,20,0.7,7,7,0.280255836676168,0.0132668001384239,5.18215986145267,9.49214299928389,17.979352388378,0.369729541196499,0.374648505409082,23.5401983704656
"1753",25,35,30,20,20,20,0.7,7,8,0.280433670279046,0.0132479790669014,5.17110519358418,9.48156489894331,17.9871069100397,0.369797614330161,0.374238133025626,23.5454341623269
"1754",25,35,30,20,20,20,0.7,7,9,0.280700331522926,0.0132199363516149,5.15463413861514,9.46580391234015,17.9978154324341,0.369880647824613,0.373626663484086,23.5533502962873
"1755",25,35,30,20,20,20,0.7,7,10,0.281099658061789,0.0131780944844535,5.13005807003613,9.44228731984741,18.0124596020035,0.369976096200815,0.372714238615884,23.5652573719486
"1756",25,35,30,20,20,20,0.7,7,11,0.281697634660989,0.0131155673628383,5.09333239469911,9.40714489101895,18.032290942791,0.370075349619658,0.371350593940353,23.5831286615138
"1757",25,35,30,20,20,20,0.7,7,12,0.282594041460491,0.0130219454680901,5.03834302013431,9.35452611235168,18.0588653515665,0.370158217362186,0.369308479337472,23.6099479014169
"1758",25,35,30,20,20,20,0.7,7,13,0.28394082687961,0.0128813798150016,4.9557809509792,9.27552329994352,18.0940521167295,0.370183199917217,0.366241670453362,23.6502576524882
"1759",25,35,30,20,20,20,0.7,7,14,0.28597182932871,0.0126694824594425,4.83132178375698,9.15642957638312,18.1399869592334,0.370070334414357,0.361616894098961,23.7110460220985
"1760",25,35,30,20,20,20,0.7,7,15,0.28905257564832,0.0123481334099117,4.64257551560868,8.97582017344718,18.1989139436659,0.369670599835634,0.354599421939283,23.8032317742548
"1761",25,35,30,20,20,20,0.7,7,16,0.293767793572671,0.0118563547156871,4.35372638589983,8.69942335052143,18.2728132407135,0.368709977503533,0.343851196058229,23.9442731794549
"1762",25,35,30,20,20,20,0.7,7,17,0.301085269310086,0.0110932232624947,3.9054966055194,8.27051678825227,18.3626076401622,0.366682770673957,0.327150803960959,24.1630510160603
"1763",25,35,30,20,20,20,0.7,7,18,0.312689239166114,0.00988310449236902,3.19472617625906,7.59038772338317,18.4664812141168,0.362634607234265,0.300614845135015,24.5097999797266
"1764",25,35,30,20,20,20,0.7,7,19,0.331736894021809,0.00789676373746297,2.02803716533221,6.47399475973599,18.5760900994117,0.354677590478959,0.256914846107231,25.0786343548733
"1765",25,35,30,20,20,20,0.7,7,20,0.207491980960584,0.0044439388319097,5.55334801400116,4.53338642264949,18.6668320240884,0.422674687690051,0.180529613227433,17.8453137534319
"1766",25,35,30,20,20,20,0.7,8,1,0.276506664825939,0.0161350789694011,5.32337103231772,10.3431613375965,17.9384670933368,0.370810325293382,0.407050944504846,23.5863807028917
"1767",25,35,30,20,20,20,0.7,8,2,0.276518625524757,0.0161324452126777,5.32217179391303,10.3418525230957,17.939215521041,0.370819665776297,0.407000526154769,23.5863873761039
"1768",25,35,30,20,20,20,0.7,8,3,0.27654006250692,0.0161286927851015,5.32046318688024,10.3399877982402,17.9405012173995,0.370835253980982,0.406928692465629,23.5867050633293
"1769",25,35,30,20,20,20,0.7,8,4,0.276575003854733,0.0161232561163377,5.31798768794095,10.3372861094885,17.9424971274442,0.370858597578793,0.406824615919893,23.5874372731868
"1770",25,35,30,20,20,20,0.7,8,5,0.276629517691818,0.0161152988351146,5.31436446900241,10.3333318319503,17.945444103313,0.370891558749944,0.406672284060641,23.5887447961545
"1771",25,35,30,20,20,20,0.7,8,6,0.276712693367617,0.0161035812339136,5.30902904935402,10.3275089075203,17.9496723052169,0.370936289616406,0.406447961155364,23.5908724836857
"1772",25,35,30,20,20,20,0.7,8,7,0.276838108097808,0.016086262516036,5.30114325207659,10.3189025738778,17.955628174314,0.370995029737977,0.406116399927882,23.5941893674847
"1773",25,35,30,20,20,20,0.7,8,8,0.277026024275054,0.0160606048268847,5.28946043948707,10.3061522863051,17.9639074096388,0.371069644557183,0.405625169885961,23.5992488288453
"1774",25,35,30,20,20,20,0.7,8,9,0.277306694330052,0.016022528362109,5.27212293884844,10.2872306338997,17.9752936335953,0.371160696470027,0.40489612757202,23.6068791282805
"1775",25,35,30,20,20,20,0.7,8,10,0.277725361376548,0.0159659384164245,5.24635562496506,10.2591089243821,17.9908009518597,0.371265693030027,0.403812504923522,23.6183203821252
"1776",25,35,30,20,20,20,0.7,8,11,0.278349893584423,0.0158816981965983,5.20799820723634,10.2172467355605,18.0117159264108,0.371375906143472,0.402199180260246,23.6354336266835
"1777",25,35,30,20,20,20,0.7,8,12,0.279282591597125,0.0157560403289957,5.15078193538332,10.1548025326446,18.0396298151577,0.371470721397935,0.399792122176292,23.6610240339681
"1778",25,35,30,20,20,20,0.7,8,13,0.28067879222161,0.0155680641894338,5.06519004919064,10.0613899956814,18.0764439796434,0.371507700450729,0.39619014521575,23.6993499360567
"1779",25,35,30,20,20,20,0.7,8,14,0.282776955979077,0.0152856884941963,4.93661485647378,9.92106670714942,18.1243176776296,0.371405094158621,0.390776654877352,23.7569456610829
"1780",25,35,30,20,20,20,0.7,8,15,0.285949112742009,0.0148588654215893,4.74226789339575,9.70896198928698,18.1855028633577,0.371010698708951,0.382587913188193,23.8440004242312
"1781",25,35,30,20,20,20,0.7,8,16,0.290789655923291,0.0142076362527822,4.44574125426064,9.38534129495588,18.261962660344,0.370044937767389,0.370079911189157,23.9767841861052
"1782",25,35,30,20,20,20,0.7,8,17,0.29828202036977,0.0131997104136189,3.98679857186816,8.88446437554238,18.3545652006598,0.367992240274238,0.350687680744204,24.1821988174152
"1783",25,35,30,20,20,20,0.7,8,18,0.310138954903065,0.0116046932501807,3.26053337753799,8.09183931108553,18.4613809917933,0.36387964528375,0.319917439922025,24.5070636627493
"1784",25,35,30,20,20,20,0.7,8,19,0.32957794783156,0.00898977872480443,2.06987446209695,6.7923882194385,18.5738419769829,0.35578037871032,0.269253046093311,25.0392601916254
"1785",25,35,30,20,20,20,0.7,8,20,0.193227730838402,0.0044439388319097,5.66820760779624,4.53338642264949,18.6668320240884,0.430282355146633,0.180529613227433,16.905767575268
"1786",25,35,30,20,20,20,0.7,9,1,0.27313821445092,0.0196474162738996,5.441321041678,11.1664009564265,17.9134187026222,0.372016557242179,0.437880401142173,23.6948113451938
"1787",25,35,30,20,20,20,0.7,9,2,0.273151134750597,0.0196437850101713,5.4400214132339,11.1648166988001,17.9142359618602,0.372026916591089,0.437819897595635,23.6947533265568
"1788",25,35,30,20,20,20,0.7,9,3,0.273174199711558,0.0196386386494616,5.43817953193242,11.1625714305373,17.915634242162,0.372044148449556,0.437734148952569,23.6950043784416
"1789",25,35,30,20,20,20,0.7,9,4,0.273211645646239,0.0196312178459557,5.43552362808299,11.1593338621787,17.9177961648158,0.372069873950645,0.437610501924582,23.6956596738622
"1790",25,35,30,20,20,20,0.7,9,5,0.273269836082393,0.0196204045631383,5.43165355667675,11.1546162137092,17.9209753591615,0.372106096009338,0.437430325233988,23.6968680932069
"1791",25,35,30,20,20,20,0.7,9,6,0.273358271522399,0.0196045484344587,5.42597865190885,11.1476984587165,17.9255182908348,0.372155131277402,0.437166114573993,23.698856771564
"1792",25,35,30,20,20,20,0.7,9,7,0.273491093815587,0.0195812086075609,5.41762533328866,11.1375156954888,17.9318916065189,0.372219398767699,0.436777187091419,23.70196779002
"1793",25,35,30,20,20,20,0.7,9,8,0.273689332790213,0.0195467686703412,5.40529928776501,11.122490145907,17.9407153277596,0.372300940569312,0.436203256159472,23.7067130568985
"1794",25,35,30,20,20,20,0.7,9,9,0.273984275187823,0.0194958596024364,5.38707894419826,11.1002793991485,17.9528014335136,0.372400461290328,0.435354796417393,23.7138566551797
"1795",25,35,30,20,20,20,0.7,9,10,0.274422548616049,0.0194204893022221,5.36010393127514,11.0673966393559,17.969195840764,0.372515523473161,0.434098495252712,23.7245391177992
"1796",25,35,30,20,20,20,0.7,9,11,0.275073865706096,0.0193087169210776,5.32010062205064,11.018632280581,17.9912190551487,0.372637282310965,0.432235065160714,23.7404666816075
"1797",25,35,30,20,20,20,0.7,9,12,0.276042981250552,0.0191426062577767,5.26064965427598,10.946161068117,18.0204960635342,0.372744703044067,0.429464920670234,23.7642033690879
"1798",25,35,30,20,20,20,0.7,9,13,0.277488513418151,0.0188950045045499,5.17203304436356,10.8381367010597,18.058958088217,0.3727944186982,0.425334002370889,23.7996304846929
"1799",25,35,30,20,20,20,0.7,9,14,0.279653378371466,0.0185243335539319,5.03936999731841,10.6764193694768,18.1087851856857,0.372702920865872,0.4191458326366,23.8526891682255
"1800",25,35,30,20,20,20,0.7,9,15,0.282915855511081,0.0179658506833331,4.83948910777844,10.4327629420785,18.172234148427,0.372314885079345,0.409813179233859,23.9326254433945
"1801",25,35,30,20,20,20,0.7,9,16,0.287879619572412,0.0171162406132106,4.535413861216,10.062092747403,18.251248131013,0.371345307495295,0.39559470187464,24.0541836994789
"1802",25,35,30,20,20,20,0.7,9,17,0.295543161085916,0.0158046213359162,4.06598562682397,9.48985591788349,18.346638582544,0.369269000587374,0.373594893542757,24.2417309152172
"1803",25,35,30,20,20,20,0.7,9,18,0.307646785024706,0.0137331598424748,3.32461003993632,8.58611305743709,18.4563625827875,0.365094913455505,0.33872794377575,24.5376955032173
"1804",25,35,30,20,20,20,0.7,9,19,0.327466623182424,0.0103411874711069,2.11062391685771,7.10625411573772,18.5716324441247,0.356858362304628,0.281310680388382,25.0218537902644
"1805",25,35,30,20,20,20,0.7,9,20,0.181340855736584,0.0044439388319097,5.78013946149801,4.53338642264949,18.6668320240884,0.436622078027117,0.180529613227433,16.1309201895678
"1806",25,35,30,20,20,20,0.7,10,1,0.269488771686732,0.0240248420809562,5.56911302535086,11.9770148215666,17.8856064018191,0.373303894334871,0.467570757275089,23.8525939957779
"1807",25,35,30,20,20,20,0.7,10,2,0.269502811711126,0.0240198588704308,5.56769572287548,11.9751204673117,17.8865050655656,0.373315475963153,0.46749919054922,23.852446625076
"1808",25,35,30,20,20,20,0.7,10,3,0.269527767389095,0.0240128371124447,5.56569862583844,11.9724511646503,17.8880358805476,0.373334671619645,0.467398345799875,23.8526015899731
"1809",25,35,30,20,20,20,0.7,10,4,0.269568108335688,0.024002764590913,5.56283384426288,11.9686221223243,17.8903923244121,0.373363231661057,0.467253684121782,23.8531420751655
"1810",25,35,30,20,20,20,0.7,10,5,0.269630528125398,0.0239881580742851,5.55867952405751,11.9630694937965,17.8938423348777,0.373403319312342,0.467043899669027,23.8541999800088
"1811",25,35,30,20,20,20,0.7,10,6,0.269724984752045,0.0239668379880965,5.55261576039019,11.9549647196192,17.8987505624854,0.373457438283954,0.466737680681228,23.8559775260791
"1812",25,35,30,20,20,20,0.7,10,7,0.269866245279949,0.0239355947098458,5.54372968676798,11.9430876703175,17.9056060625927,0.37352821100054,0.466288910570263,23.8587794958181
"1813",25,35,30,20,20,20,0.7,10,8,0.270076184753105,0.0238896926012917,5.53067441411849,11.925638105583,17.9150556463648,0.373617879078714,0.465629531086655,23.8630613324499
"1814",25,35,30,20,20,20,0.7,10,9,0.270387222546919,0.0238221292310868,5.5114583422009,11.8999540697248,17.9279422701634,0.373727307250069,0.464658873041273,23.8695011142952
"1815",25,35,30,20,20,20,0.7,10,10,0.270847493378527,0.0237225211526458,5.483128257525,11.8620883230831,17.945346260054,0.373854120220247,0.463227587276967,23.8791078868458
"1816",25,35,30,20,20,20,0.7,10,11,0.271528705592746,0.0235754110690656,5.44128786476034,11.8061648152664,17.9686243829163,0.373989344655451,0.461113185063896,23.8933862525282
"1817",25,35,30,20,20,20,0.7,10,12,0.272538253638401,0.0233576589290647,5.37935577389849,11.7233869171981,17.999437048202,0.374111483103162,0.457982241763709,23.9145899271724
"1818",25,35,30,20,20,20,0.7,10,13,0.274038265601136,0.0230343396076649,5.28739873691948,11.6004779353151,18.0397459856256,0.374176150966848,0.453330743477673,23.9461201817419
"1819",25,35,30,20,20,20,0.7,10,14,0.276276401642595,0.0225521100523051,5.15024516112137,11.4171596497683,18.0917511749724,0.374097921741082,0.446387144354478,23.9931695348616
"1820",25,35,30,20,20,20,0.7,10,15,0.279637575187192,0.0218280707010893,4.94431712345953,11.1419180121331,18.1577113693276,0.373718085458855,0.43594845752074,24.0638016647712
"1821",25,35,30,20,20,20,0.7,10,16,0.284735307426993,0.0207300917874755,4.63203486601745,10.7245242423546,18.2395444378547,0.372745775571824,0.420088154817342,24.1708567004454
"1822",25,35,30,20,20,20,0.7,10,17,0.292584097539489,0.0190396927016797,4.15125910981199,10.0819235165098,18.3379969740892,0.370645447964099,0.395598671636546,24.3355414950346
"1823",25,35,30,20,20,20,0.7,10,18,0.304953692617638,0.0163757487310178,3.39359206671782,9.0692322866449,18.4509008472041,0.366406585763638,0.356828672701423,24.5947970594636
"1824",25,35,30,20,20,20,0.7,10,19,0.325183292463635,0.0120191494694925,2.15450756765232,7.41308264056712,18.5692305328979,0.358023628848398,0.292959347691218,25.0181967356461
"1825",25,35,30,20,20,20,0.7,10,20,0.171435126485069,0.0044439388319097,5.90075008492383,4.53338642264949,18.6668320240884,0.441905180427521,0.180529613227433,15.4988810741547
